paths,labels
dataset/Pond/pond_282.jpg,7
dataset/Pond/pond_296.jpg,7
dataset/Pond/pond_269.jpg,7
dataset/Pond/pond_241.jpg,7
dataset/Pond/pond_255.jpg,7
dataset/Pond/pond_309.jpg,7
dataset/Pond/pond_335.jpg,7
dataset/Pond/pond_321.jpg,7
dataset/Pond/pond_137.jpg,7
dataset/Pond/pond_123.jpg,7
dataset/Pond/pond_178.jpg,7
dataset/Pond/pond_144.jpg,7
dataset/Pond/pond_150.jpg,7
dataset/Pond/pond_187.jpg,7
dataset/Pond/pond_193.jpg,7
dataset/Pond/pond_408.jpg,7
dataset/Pond/pond_346.jpg,7
dataset/Pond/pond_420.jpg,7
dataset/Pond/pond_352.jpg,7
dataset/Pond/pond_385.jpg,7
dataset/Pond/pond_391.jpg,7
dataset/Pond/pond_84.jpg,7
dataset/Pond/pond_90.jpg,7
dataset/Pond/pond_232.jpg,7
dataset/Pond/pond_226.jpg,7
dataset/Pond/pond_47.jpg,7
dataset/Pond/pond_53.jpg,7
dataset/Pond/pond_52.jpg,7
dataset/Pond/pond_46.jpg,7
dataset/Pond/pond_227.jpg,7
dataset/Pond/pond_233.jpg,7
dataset/Pond/pond_91.jpg,7
dataset/Pond/pond_85.jpg,7
dataset/Pond/pond_390.jpg,7
dataset/Pond/pond_384.jpg,7
dataset/Pond/pond_353.jpg,7
dataset/Pond/pond_347.jpg,7
dataset/Pond/pond_409.jpg,7
dataset/Pond/pond_192.jpg,7
dataset/Pond/pond_186.jpg,7
dataset/Pond/pond_151.jpg,7
dataset/Pond/pond_145.jpg,7
dataset/Pond/pond_179.jpg,7
dataset/Pond/pond_153.jpg,7
dataset/Pond/pond_147.jpg,7
dataset/Pond/pond_190.jpg,7
dataset/Pond/pond_184.jpg,7
dataset/Pond/pond_379.jpg,7
dataset/Pond/pond_351.jpg,7
dataset/Pond/pond_345.jpg,7
dataset/Pond/pond_392.jpg,7
dataset/Pond/pond_386.jpg,7
dataset/Pond/pond_219.jpg,7
dataset/Pond/pond_93.jpg,7
dataset/Pond/pond_87.jpg,7
dataset/Pond/pond_225.jpg,7
dataset/Pond/pond_231.jpg,7
dataset/Pond/pond_50.jpg,7
dataset/Pond/pond_44.jpg,7
dataset/Pond/pond_78.jpg,7
dataset/Pond/pond_79.jpg,7
dataset/Pond/pond_45.jpg,7
dataset/Pond/pond_51.jpg,7
dataset/Pond/pond_230.jpg,7
dataset/Pond/pond_224.jpg,7
dataset/Pond/pond_86.jpg,7
dataset/Pond/pond_218.jpg,7
dataset/Pond/pond_92.jpg,7
dataset/Pond/pond_387.jpg,7
dataset/Pond/pond_393.jpg,7
dataset/Pond/pond_344.jpg,7
dataset/Pond/pond_350.jpg,7
dataset/Pond/pond_378.jpg,7
dataset/Pond/pond_185.jpg,7
dataset/Pond/pond_191.jpg,7
dataset/Pond/pond_146.jpg,7
dataset/Pond/pond_152.jpg,7
dataset/Pond/pond_156.jpg,7
dataset/Pond/pond_142.jpg,7
dataset/Pond/pond_195.jpg,7
dataset/Pond/pond_181.jpg,7
dataset/Pond/pond_354.jpg,7
dataset/Pond/pond_340.jpg,7
dataset/Pond/pond_368.jpg,7
dataset/Pond/pond_397.jpg,7
dataset/Pond/pond_383.jpg,7
dataset/Pond/pond_220.jpg,7
dataset/Pond/pond_234.jpg,7
dataset/Pond/pond_96.jpg,7
dataset/Pond/pond_208.jpg,7
dataset/Pond/pond_82.jpg,7
dataset/Pond/pond_69.jpg,7
dataset/Pond/pond_55.jpg,7
dataset/Pond/pond_41.jpg,7
dataset/Pond/pond_40.jpg,7
dataset/Pond/pond_54.jpg,7
dataset/Pond/pond_68.jpg,7
dataset/Pond/pond_209.jpg,7
dataset/Pond/pond_83.jpg,7
dataset/Pond/pond_97.jpg,7
dataset/Pond/pond_235.jpg,7
dataset/Pond/pond_221.jpg,7
dataset/Pond/pond_382.jpg,7
dataset/Pond/pond_396.jpg,7
dataset/Pond/pond_369.jpg,7
dataset/Pond/pond_341.jpg,7
dataset/Pond/pond_355.jpg,7
dataset/Pond/pond_180.jpg,7
dataset/Pond/pond_194.jpg,7
dataset/Pond/pond_143.jpg,7
dataset/Pond/pond_157.jpg,7
dataset/Pond/pond_141.jpg,7
dataset/Pond/pond_155.jpg,7
dataset/Pond/pond_169.jpg,7
dataset/Pond/pond_182.jpg,7
dataset/Pond/pond_196.jpg,7
dataset/Pond/pond_343.jpg,7
dataset/Pond/pond_357.jpg,7
dataset/Pond/pond_419.jpg,7
dataset/Pond/pond_380.jpg,7
dataset/Pond/pond_394.jpg,7
dataset/Pond/pond_237.jpg,7
dataset/Pond/pond_223.jpg,7
dataset/Pond/pond_81.jpg,7
dataset/Pond/pond_95.jpg,7
dataset/Pond/pond_42.jpg,7
dataset/Pond/pond_56.jpg,7
dataset/Pond/pond_57.jpg,7
dataset/Pond/pond_43.jpg,7
dataset/Pond/pond_94.jpg,7
dataset/Pond/pond_80.jpg,7
dataset/Pond/pond_222.jpg,7
dataset/Pond/pond_236.jpg,7
dataset/Pond/pond_395.jpg,7
dataset/Pond/pond_381.jpg,7
dataset/Pond/pond_418.jpg,7
dataset/Pond/pond_356.jpg,7
dataset/Pond/pond_342.jpg,7
dataset/Pond/pond_197.jpg,7
dataset/Pond/pond_183.jpg,7
dataset/Pond/pond_168.jpg,7
dataset/Pond/pond_154.jpg,7
dataset/Pond/pond_140.jpg,7
dataset/Pond/pond_159.jpg,7
dataset/Pond/pond_165.jpg,7
dataset/Pond/pond_171.jpg,7
dataset/Pond/pond_367.jpg,7
dataset/Pond/pond_401.jpg,7
dataset/Pond/pond_415.jpg,7
dataset/Pond/pond_373.jpg,7
dataset/Pond/pond_398.jpg,7
dataset/Pond/pond_213.jpg,7
dataset/Pond/pond_99.jpg,7
dataset/Pond/pond_207.jpg,7
dataset/Pond/pond_66.jpg,7
dataset/Pond/pond_72.jpg,7
dataset/Pond/pond_73.jpg,7
dataset/Pond/pond_67.jpg,7
dataset/Pond/pond_206.jpg,7
dataset/Pond/pond_212.jpg,7
dataset/Pond/pond_98.jpg,7
dataset/Pond/pond_399.jpg,7
dataset/Pond/pond_414.jpg,7
dataset/Pond/pond_372.jpg,7
dataset/Pond/pond_366.jpg,7
dataset/Pond/pond_400.jpg,7
dataset/Pond/pond_170.jpg,7
dataset/Pond/pond_164.jpg,7
dataset/Pond/pond_158.jpg,7
dataset/Pond/pond_172.jpg,7
dataset/Pond/pond_166.jpg,7
dataset/Pond/pond_199.jpg,7
dataset/Pond/pond_358.jpg,7
dataset/Pond/pond_370.jpg,7
dataset/Pond/pond_416.jpg,7
dataset/Pond/pond_402.jpg,7
dataset/Pond/pond_364.jpg,7
dataset/Pond/pond_238.jpg,7
dataset/Pond/pond_204.jpg,7
dataset/Pond/pond_210.jpg,7
dataset/Pond/pond_71.jpg,7
dataset/Pond/pond_65.jpg,7
dataset/Pond/pond_59.jpg,7
dataset/Pond/pond_58.jpg,7
dataset/Pond/pond_64.jpg,7
dataset/Pond/pond_70.jpg,7
dataset/Pond/pond_211.jpg,7
dataset/Pond/pond_205.jpg,7
dataset/Pond/pond_239.jpg,7
dataset/Pond/pond_403.jpg,7
dataset/Pond/pond_365.jpg,7
dataset/Pond/pond_371.jpg,7
dataset/Pond/pond_417.jpg,7
dataset/Pond/pond_359.jpg,7
dataset/Pond/pond_198.jpg,7
dataset/Pond/pond_167.jpg,7
dataset/Pond/pond_173.jpg,7
dataset/Pond/pond_177.jpg,7
dataset/Pond/pond_163.jpg,7
dataset/Pond/pond_188.jpg,7
dataset/Pond/pond_413.jpg,7
dataset/Pond/pond_375.jpg,7
dataset/Pond/pond_361.jpg,7
dataset/Pond/pond_407.jpg,7
dataset/Pond/pond_349.jpg,7
dataset/Pond/pond_201.jpg,7
dataset/Pond/pond_215.jpg,7
dataset/Pond/pond_229.jpg,7
dataset/Pond/pond_48.jpg,7
dataset/Pond/pond_74.jpg,7
dataset/Pond/pond_60.jpg,7
dataset/Pond/pond_61.jpg,7
dataset/Pond/pond_75.jpg,7
dataset/Pond/pond_49.jpg,7
dataset/Pond/pond_228.jpg,7
dataset/Pond/pond_214.jpg,7
dataset/Pond/pond_200.jpg,7
dataset/Pond/pond_348.jpg,7
dataset/Pond/pond_360.jpg,7
dataset/Pond/pond_406.jpg,7
dataset/Pond/pond_412.jpg,7
dataset/Pond/pond_374.jpg,7
dataset/Pond/pond_189.jpg,7
dataset/Pond/pond_162.jpg,7
dataset/Pond/pond_176.jpg,7
dataset/Pond/pond_160.jpg,7
dataset/Pond/pond_174.jpg,7
dataset/Pond/pond_148.jpg,7
dataset/Pond/pond_404.jpg,7
dataset/Pond/pond_362.jpg,7
dataset/Pond/pond_376.jpg,7
dataset/Pond/pond_410.jpg,7
dataset/Pond/pond_389.jpg,7
dataset/Pond/pond_216.jpg,7
dataset/Pond/pond_202.jpg,7
dataset/Pond/pond_88.jpg,7
dataset/Pond/pond_63.jpg,7
dataset/Pond/pond_77.jpg,7
dataset/Pond/pond_76.jpg,7
dataset/Pond/pond_62.jpg,7
dataset/Pond/pond_203.jpg,7
dataset/Pond/pond_89.jpg,7
dataset/Pond/pond_217.jpg,7
dataset/Pond/pond_388.jpg,7
dataset/Pond/pond_377.jpg,7
dataset/Pond/pond_411.jpg,7
dataset/Pond/pond_405.jpg,7
dataset/Pond/pond_363.jpg,7
dataset/Pond/pond_149.jpg,7
dataset/Pond/pond_175.jpg,7
dataset/Pond/pond_161.jpg,7
dataset/Pond/pond_106.jpg,7
dataset/Pond/pond_112.jpg,7
dataset/Pond/pond_338.jpg,7
dataset/Pond/pond_304.jpg,7
dataset/Pond/pond_310.jpg,7
dataset/Pond/pond_258.jpg,7
dataset/Pond/pond_270.jpg,7
dataset/Pond/pond_264.jpg,7
dataset/Pond/pond_11.jpg,7
dataset/Pond/pond_39.jpg,7
dataset/Pond/pond_38.jpg,7
dataset/Pond/pond_10.jpg,7
dataset/Pond/pond_265.jpg,7
dataset/Pond/pond_271.jpg,7
dataset/Pond/pond_259.jpg,7
dataset/Pond/pond_311.jpg,7
dataset/Pond/pond_305.jpg,7
dataset/Pond/pond_339.jpg,7
dataset/Pond/pond_113.jpg,7
dataset/Pond/pond_107.jpg,7
dataset/Pond/pond_139.jpg,7
dataset/Pond/pond_111.jpg,7
dataset/Pond/pond_105.jpg,7
dataset/Pond/pond_313.jpg,7
dataset/Pond/pond_307.jpg,7
dataset/Pond/pond_267.jpg,7
dataset/Pond/pond_273.jpg,7
dataset/Pond/pond_12.jpg,7
dataset/Pond/pond_298.jpg,7
dataset/Pond/pond_13.jpg,7
dataset/Pond/pond_299.jpg,7
dataset/Pond/pond_272.jpg,7
dataset/Pond/pond_266.jpg,7
dataset/Pond/pond_306.jpg,7
dataset/Pond/pond_312.jpg,7
dataset/Pond/pond_104.jpg,7
dataset/Pond/pond_110.jpg,7
dataset/Pond/pond_138.jpg,7
dataset/Pond/pond_114.jpg,7
dataset/Pond/pond_100.jpg,7
dataset/Pond/pond_128.jpg,7
dataset/Pond/pond_316.jpg,7
dataset/Pond/pond_302.jpg,7
dataset/Pond/pond_262.jpg,7
dataset/Pond/pond_276.jpg,7
dataset/Pond/pond_17.jpg,7
dataset/Pond/pond_289.jpg,7
dataset/Pond/pond_288.jpg,7
dataset/Pond/pond_16.jpg,7
dataset/Pond/pond_277.jpg,7
dataset/Pond/pond_263.jpg,7
dataset/Pond/pond_303.jpg,7
dataset/Pond/pond_317.jpg,7
dataset/Pond/pond_129.jpg,7
dataset/Pond/pond_101.jpg,7
dataset/Pond/pond_115.jpg,7
dataset/Pond/pond_103.jpg,7
dataset/Pond/pond_117.jpg,7
dataset/Pond/pond_301.jpg,7
dataset/Pond/pond_315.jpg,7
dataset/Pond/pond_329.jpg,7
dataset/Pond/pond_275.jpg,7
dataset/Pond/pond_261.jpg,7
dataset/Pond/pond_249.jpg,7
dataset/Pond/pond_28.jpg,7
dataset/Pond/pond_14.jpg,7
dataset/Pond/pond_9.jpg,7
dataset/Pond/pond_8.jpg,7
dataset/Pond/pond_15.jpg,7
dataset/Pond/pond_29.jpg,7
dataset/Pond/pond_248.jpg,7
dataset/Pond/pond_260.jpg,7
dataset/Pond/pond_274.jpg,7
dataset/Pond/pond_328.jpg,7
dataset/Pond/pond_314.jpg,7
dataset/Pond/pond_300.jpg,7
dataset/Pond/pond_116.jpg,7
dataset/Pond/pond_102.jpg,7
dataset/Forest/forest_119.jpg,4
dataset/Forest/forest_125.jpg,4
dataset/Forest/forest_131.jpg,4
dataset/Forest/forest_247.jpg,4
dataset/Forest/forest_15.jpg,4
dataset/Forest/forest_29.jpg,4
dataset/Forest/forest_28.jpg,4
dataset/Forest/forest_14.jpg,4
dataset/Forest/forest_246.jpg,4
dataset/Forest/forest_130.jpg,4
dataset/Forest/forest_124.jpg,4
dataset/Forest/forest_118.jpg,4
dataset/Forest/forest_132.jpg,4
dataset/Forest/forest_126.jpg,4
dataset/Forest/forest_244.jpg,4
dataset/Forest/forest_250.jpg,4
dataset/Forest/forest_16.jpg,4
dataset/Forest/forest_17.jpg,4
dataset/Forest/forest_245.jpg,4
dataset/Forest/forest_127.jpg,4
dataset/Forest/forest_133.jpg,4
dataset/Forest/forest_137.jpg,4
dataset/Forest/forest_123.jpg,4
dataset/Forest/forest_241.jpg,4
dataset/Forest/forest_13.jpg,4
dataset/Forest/forest_12.jpg,4
dataset/Forest/forest_240.jpg,4
dataset/Forest/forest_122.jpg,4
dataset/Forest/forest_136.jpg,4
dataset/Forest/forest_120.jpg,4
dataset/Forest/forest_134.jpg,4
dataset/Forest/forest_108.jpg,4
dataset/Forest/forest_242.jpg,4
dataset/Forest/forest_38.jpg,4
dataset/Forest/forest_10.jpg,4
dataset/Forest/forest_11.jpg,4
dataset/Forest/forest_39.jpg,4
dataset/Forest/forest_243.jpg,4
dataset/Forest/forest_109.jpg,4
dataset/Forest/forest_135.jpg,4
dataset/Forest/forest_121.jpg,4
dataset/Forest/forest_185.jpg,4
dataset/Forest/forest_191.jpg,4
dataset/Forest/forest_146.jpg,4
dataset/Forest/forest_152.jpg,4
dataset/Forest/forest_218.jpg,4
dataset/Forest/forest_230.jpg,4
dataset/Forest/forest_224.jpg,4
dataset/Forest/forest_9.jpg,4
dataset/Forest/forest_89.jpg,4
dataset/Forest/forest_76.jpg,4
dataset/Forest/forest_62.jpg,4
dataset/Forest/forest_63.jpg,4
dataset/Forest/forest_77.jpg,4
dataset/Forest/forest_88.jpg,4
dataset/Forest/forest_8.jpg,4
dataset/Forest/forest_225.jpg,4
dataset/Forest/forest_231.jpg,4
dataset/Forest/forest_219.jpg,4
dataset/Forest/forest_153.jpg,4
dataset/Forest/forest_147.jpg,4
dataset/Forest/forest_190.jpg,4
dataset/Forest/forest_184.jpg,4
dataset/Forest/forest_192.jpg,4
dataset/Forest/forest_186.jpg,4
dataset/Forest/forest_179.jpg,4
dataset/Forest/forest_151.jpg,4
dataset/Forest/forest_145.jpg,4
dataset/Forest/forest_227.jpg,4
dataset/Forest/forest_233.jpg,4
dataset/Forest/forest_61.jpg,4
dataset/Forest/forest_75.jpg,4
dataset/Forest/forest_49.jpg,4
dataset/Forest/forest_48.jpg,4
dataset/Forest/forest_74.jpg,4
dataset/Forest/forest_60.jpg,4
dataset/Forest/forest_232.jpg,4
dataset/Forest/forest_226.jpg,4
dataset/Forest/forest_144.jpg,4
dataset/Forest/forest_150.jpg,4
dataset/Forest/forest_178.jpg,4
dataset/Forest/forest_187.jpg,4
dataset/Forest/forest_193.jpg,4
dataset/Forest/forest_197.jpg,4
dataset/Forest/forest_183.jpg,4
dataset/Forest/forest_154.jpg,4
dataset/Forest/forest_140.jpg,4
dataset/Forest/forest_168.jpg,4
dataset/Forest/forest_222.jpg,4
dataset/Forest/forest_236.jpg,4
dataset/Forest/forest_58.jpg,4
dataset/Forest/forest_64.jpg,4
dataset/Forest/forest_70.jpg,4
dataset/Forest/forest_71.jpg,4
dataset/Forest/forest_65.jpg,4
dataset/Forest/forest_59.jpg,4
dataset/Forest/forest_237.jpg,4
dataset/Forest/forest_223.jpg,4
dataset/Forest/forest_169.jpg,4
dataset/Forest/forest_141.jpg,4
dataset/Forest/forest_155.jpg,4
dataset/Forest/forest_182.jpg,4
dataset/Forest/forest_196.jpg,4
dataset/Forest/forest_180.jpg,4
dataset/Forest/forest_194.jpg,4
dataset/Forest/forest_143.jpg,4
dataset/Forest/forest_157.jpg,4
dataset/Forest/forest_235.jpg,4
dataset/Forest/forest_221.jpg,4
dataset/Forest/forest_209.jpg,4
dataset/Forest/forest_98.jpg,4
dataset/Forest/forest_73.jpg,4
dataset/Forest/forest_67.jpg,4
dataset/Forest/forest_66.jpg,4
dataset/Forest/forest_72.jpg,4
dataset/Forest/forest_99.jpg,4
dataset/Forest/forest_208.jpg,4
dataset/Forest/forest_220.jpg,4
dataset/Forest/forest_234.jpg,4
dataset/Forest/forest_156.jpg,4
dataset/Forest/forest_142.jpg,4
dataset/Forest/forest_195.jpg,4
dataset/Forest/forest_181.jpg,4
dataset/Forest/forest_198.jpg,4
dataset/Forest/forest_167.jpg,4
dataset/Forest/forest_173.jpg,4
dataset/Forest/forest_239.jpg,4
dataset/Forest/forest_211.jpg,4
dataset/Forest/forest_205.jpg,4
dataset/Forest/forest_94.jpg,4
dataset/Forest/forest_80.jpg,4
dataset/Forest/forest_57.jpg,4
dataset/Forest/forest_43.jpg,4
dataset/Forest/forest_42.jpg,4
dataset/Forest/forest_56.jpg,4
dataset/Forest/forest_1.jpg,4
dataset/Forest/forest_81.jpg,4
dataset/Forest/forest_95.jpg,4
dataset/Forest/forest_204.jpg,4
dataset/Forest/forest_210.jpg,4
dataset/Forest/forest_238.jpg,4
dataset/Forest/forest_172.jpg,4
dataset/Forest/forest_166.jpg,4
dataset/Forest/forest_199.jpg,4
dataset/Forest/forest_158.jpg,4
dataset/Forest/forest_170.jpg,4
dataset/Forest/forest_164.jpg,4
dataset/Forest/forest_206.jpg,4
dataset/Forest/forest_212.jpg,4
dataset/Forest/forest_83.jpg,4
dataset/Forest/forest_97.jpg,4
dataset/Forest/forest_3.jpg,4
dataset/Forest/forest_40.jpg,4
dataset/Forest/forest_54.jpg,4
dataset/Forest/forest_68.jpg,4
dataset/Forest/forest_69.jpg,4
dataset/Forest/forest_55.jpg,4
dataset/Forest/forest_41.jpg,4
dataset/Forest/forest_2.jpg,4
dataset/Forest/forest_96.jpg,4
dataset/Forest/forest_82.jpg,4
dataset/Forest/forest_213.jpg,4
dataset/Forest/forest_207.jpg,4
dataset/Forest/forest_165.jpg,4
dataset/Forest/forest_171.jpg,4
dataset/Forest/forest_159.jpg,4
dataset/Forest/forest_175.jpg,4
dataset/Forest/forest_161.jpg,4
dataset/Forest/forest_149.jpg,4
dataset/Forest/forest_203.jpg,4
dataset/Forest/forest_217.jpg,4
dataset/Forest/forest_6.jpg,4
dataset/Forest/forest_86.jpg,4
dataset/Forest/forest_92.jpg,4
dataset/Forest/forest_79.jpg,4
dataset/Forest/forest_45.jpg,4
dataset/Forest/forest_51.jpg,4
dataset/Forest/forest_50.jpg,4
dataset/Forest/forest_44.jpg,4
dataset/Forest/forest_78.jpg,4
dataset/Forest/forest_93.jpg,4
dataset/Forest/forest_87.jpg,4
dataset/Forest/forest_7.jpg,4
dataset/Forest/forest_216.jpg,4
dataset/Forest/forest_202.jpg,4
dataset/Forest/forest_148.jpg,4
dataset/Forest/forest_160.jpg,4
dataset/Forest/forest_174.jpg,4
dataset/Forest/forest_189.jpg,4
dataset/Forest/forest_162.jpg,4
dataset/Forest/forest_176.jpg,4
dataset/Forest/forest_214.jpg,4
dataset/Forest/forest_200.jpg,4
dataset/Forest/forest_228.jpg,4
dataset/Forest/forest_5.jpg,4
dataset/Forest/forest_91.jpg,4
dataset/Forest/forest_85.jpg,4
dataset/Forest/forest_52.jpg,4
dataset/Forest/forest_46.jpg,4
dataset/Forest/forest_47.jpg,4
dataset/Forest/forest_53.jpg,4
dataset/Forest/forest_84.jpg,4
dataset/Forest/forest_90.jpg,4
dataset/Forest/forest_4.jpg,4
dataset/Forest/forest_229.jpg,4
dataset/Forest/forest_201.jpg,4
dataset/Forest/forest_215.jpg,4
dataset/Forest/forest_177.jpg,4
dataset/Forest/forest_163.jpg,4
dataset/Forest/forest_188.jpg,4
dataset/Forest/forest_138.jpg,4
dataset/Forest/forest_104.jpg,4
dataset/Forest/forest_110.jpg,4
dataset/Forest/forest_34.jpg,4
dataset/Forest/forest_20.jpg,4
dataset/Forest/forest_21.jpg,4
dataset/Forest/forest_35.jpg,4
dataset/Forest/forest_111.jpg,4
dataset/Forest/forest_105.jpg,4
dataset/Forest/forest_139.jpg,4
dataset/Forest/forest_113.jpg,4
dataset/Forest/forest_107.jpg,4
dataset/Forest/forest_23.jpg,4
dataset/Forest/forest_37.jpg,4
dataset/Forest/forest_36.jpg,4
dataset/Forest/forest_22.jpg,4
dataset/Forest/forest_106.jpg,4
dataset/Forest/forest_112.jpg,4
dataset/Forest/forest_116.jpg,4
dataset/Forest/forest_102.jpg,4
dataset/Forest/forest_248.jpg,4
dataset/Forest/forest_26.jpg,4
dataset/Forest/forest_32.jpg,4
dataset/Forest/forest_33.jpg,4
dataset/Forest/forest_27.jpg,4
dataset/Forest/forest_249.jpg,4
dataset/Forest/forest_103.jpg,4
dataset/Forest/forest_117.jpg,4
dataset/Forest/forest_101.jpg,4
dataset/Forest/forest_115.jpg,4
dataset/Forest/forest_129.jpg,4
dataset/Forest/forest_19.jpg,4
dataset/Forest/forest_31.jpg,4
dataset/Forest/forest_25.jpg,4
dataset/Forest/forest_24.jpg,4
dataset/Forest/forest_30.jpg,4
dataset/Forest/forest_18.jpg,4
dataset/Forest/forest_128.jpg,4
dataset/Forest/forest_114.jpg,4
dataset/Forest/forest_100.jpg,4
dataset/Bridge/bridge_171.jpg,1
dataset/Bridge/bridge_165.jpg,1
dataset/Bridge/bridge_159.jpg,1
dataset/Bridge/bridge_207.jpg,1
dataset/Bridge/bridge_213.jpg,1
dataset/Bridge/bridge_98.jpg,1
dataset/Bridge/bridge_73.jpg,1
dataset/Bridge/bridge_67.jpg,1
dataset/Bridge/bridge_66.jpg,1
dataset/Bridge/bridge_72.jpg,1
dataset/Bridge/bridge_99.jpg,1
dataset/Bridge/bridge_212.jpg,1
dataset/Bridge/bridge_206.jpg,1
dataset/Bridge/bridge_158.jpg,1
dataset/Bridge/bridge_164.jpg,1
dataset/Bridge/bridge_170.jpg,1
dataset/Bridge/bridge_358.jpg,1
dataset/Bridge/bridge_166.jpg,1
dataset/Bridge/bridge_172.jpg,1
dataset/Bridge/bridge_199.jpg,1
dataset/Bridge/bridge_210.jpg,1
dataset/Bridge/bridge_204.jpg,1
dataset/Bridge/bridge_238.jpg,1
dataset/Bridge/bridge_64.jpg,1
dataset/Bridge/bridge_70.jpg,1
dataset/Bridge/bridge_58.jpg,1
dataset/Bridge/bridge_59.jpg,1
dataset/Bridge/bridge_71.jpg,1
dataset/Bridge/bridge_65.jpg,1
dataset/Bridge/bridge_239.jpg,1
dataset/Bridge/bridge_205.jpg,1
dataset/Bridge/bridge_211.jpg,1
dataset/Bridge/bridge_198.jpg,1
dataset/Bridge/bridge_173.jpg,1
dataset/Bridge/bridge_167.jpg,1
dataset/Bridge/bridge_359.jpg,1
dataset/Bridge/bridge_349.jpg,1
dataset/Bridge/bridge_9.jpg,1
dataset/Bridge/bridge_163.jpg,1
dataset/Bridge/bridge_177.jpg,1
dataset/Bridge/bridge_188.jpg,1
dataset/Bridge/bridge_229.jpg,1
dataset/Bridge/bridge_215.jpg,1
dataset/Bridge/bridge_201.jpg,1
dataset/Bridge/bridge_49.jpg,1
dataset/Bridge/bridge_61.jpg,1
dataset/Bridge/bridge_75.jpg,1
dataset/Bridge/bridge_74.jpg,1
dataset/Bridge/bridge_60.jpg,1
dataset/Bridge/bridge_48.jpg,1
dataset/Bridge/bridge_200.jpg,1
dataset/Bridge/bridge_214.jpg,1
dataset/Bridge/bridge_228.jpg,1
dataset/Bridge/bridge_189.jpg,1
dataset/Bridge/bridge_176.jpg,1
dataset/Bridge/bridge_162.jpg,1
dataset/Bridge/bridge_8.jpg,1
dataset/Bridge/bridge_360.jpg,1
dataset/Bridge/bridge_348.jpg,1
